VV_mosaic_,
0.19371
0.19371
0.19371
0.19371
0.19371
0.19371
0.19371
0.12858
0.12858
0.19371
0.19371
0.12858
0.12858
0.19371
0.19371
0.19371
0.19371
0.12858
0.19371
0.12858
0.19371
0.12858
0.19371
0.12858
0.19371
0.12858
0.19371
0.12858
