X,Y,SRTM_UTM_z,
546660,6510200,1446.00000
546740,6510300,1447.00000
546810,6510400,1451.00000
546890,6510400,1451.00000
546960,6510500,1452.00000
547030,6510600,1455.00000
547100,6510600,1455.00000
547180,6510700,1458.00000
547250,6510700,1458.00000
547330,6510800,1461.00000
547390,6510900,1463.00000
547450,6511000,1463.00000
547530,6511000,1465.00000
547600,6511100,1467.00000
547680,6511100,1467.00000
547750,6511200,1467.00000
547830,6511300,1469.00000
547900,6511300,1470.00000
547980,6511300,1474.00000
548050,6511400,1480.00000
548130,6511400,1484.00000
548150,6511500,1487.00000
548070,6511400,1483.00000
548000,6511500,1479.00000
547970,6511400,1474.00000
548040,6511500,1480.00000
548010,6511400,1477.00000
548080,6511400,1483.00000
548070,6511500,1482.00000
548030,6511400,1477.00000
548040,6511400,1480.00000
548110,6511400,1484.00000
548100,6511500,1484.00000
548050,6511400,1480.00000
548050,6511400,1480.00000
548120,6511400,1484.00000
548110,6511500,1484.00000
548060,6511400,1480.00000
548010,6511500,1479.00000
547980,6511400,1475.00000
548050,6511400,1480.00000
548100,6511500,1484.00000
548040,6511400,1480.00000
548110,6511500,1484.00000
548040,6511400,1480.00000
548110,6511500,1484.00000
548040,6511400,1480.00000
548110,6511500,1484.00000
548040,6511400,1480.00000
548110,6511500,1484.00000
548040,6511400,1480.00000
548110,6511500,1484.00000
